parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-001,MOD-001,FORM-001,MA_SHORT_WINDOW,Moving average short window,strategy_default,int,mixed,20,20,20,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/trend/ma_crossover.py:12,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/trend/ma_crossover.py::MovingAverageCrossoverStrategy.__init__.short_window,20,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:348491434ccfe226ce3f372a337ad8a56b10633e7940b311093346ffba4f5eac,MACHINE_VERIFIED,
PARAM-002,MOD-001,FORM-001,MA_LONG_WINDOW,Moving average long window,strategy_default,int,mixed,60,60,60,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/trend/ma_crossover.py:12,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/trend/ma_crossover.py::MovingAverageCrossoverStrategy.__init__.long_window,60,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:36f730aeed2bda7b18fdce3f4e691324ea72da735c2483afd9b2b4ce306e75b3,MACHINE_VERIFIED,
PARAM-003,MOD-001,FORM-001,MA_LONG_ONLY,MA long-only flag,strategy_default,bool,mixed,True,True,True,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/trend/ma_crossover.py:12,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/trend/ma_crossover.py::MovingAverageCrossoverStrategy.__init__.long_only,true,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:1c677ee1df3375d4ecdc015546a6942f62f1f50d584c233effd6a8a5833830a9,MACHINE_VERIFIED,
PARAM-004,MOD-001,FORM-001,RSI_WINDOW,RSI reversion window,strategy_default,int,mixed,14,14,14,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/mean_reversion/rsi_reversion.py:12,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/mean_reversion/rsi_reversion.py::RSIReversionStrategy.__init__.window,14,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:7e478796aa3b83000d7c9dd6de66de0698b7f06fe66ee41df7ee89e721a04cd8,MACHINE_VERIFIED,
PARAM-005,MOD-001,FORM-001,RSI_ENTRY,RSI reversion entry threshold,strategy_default,float,mixed,30.0,30.0,30.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/mean_reversion/rsi_reversion.py:12,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/mean_reversion/rsi_reversion.py::RSIReversionStrategy.__init__.entry,30,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:8929651c73d233c28728f23a1d43acd0e61a0a29bc943afc70ac5e20305a8601,MACHINE_VERIFIED,
PARAM-006,MOD-001,FORM-001,RSI_EXIT,RSI reversion exit threshold,strategy_default,float,mixed,55.0,55.0,55.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/mean_reversion/rsi_reversion.py:12,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/mean_reversion/rsi_reversion.py::RSIReversionStrategy.__init__.exit,55,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:264f0ebf9b2b72ca40073b1e74691f79e2eba37da33e818d33232457aee69514,MACHINE_VERIFIED,
PARAM-007,MOD-001,FORM-001,BOLL_WINDOW,Bollinger window,strategy_default,int,mixed,20,20,20,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/mean_reversion/bollinger_reversion.py:10,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/mean_reversion/bollinger_reversion.py::BollingerReversionStrategy.__init__.window,20,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:fd2d6eb7aeabde23e77e68396282e3638e7b96c76c159f9d278dd68649761263,MACHINE_VERIFIED,
PARAM-008,MOD-001,FORM-001,BOLL_NUM_STD,Bollinger standard deviation multiplier,strategy_default,float,mixed,2.0,2.0,2.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/mean_reversion/bollinger_reversion.py:10,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/mean_reversion/bollinger_reversion.py::BollingerReversionStrategy.__init__.num_std,2,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:2844cb8a6511826009b1ee662dff4f0889d87893772169f2d5a1c06158ee0e35,MACHINE_VERIFIED,
PARAM-009,MOD-001,FORM-001,BOLL_EXIT_Z,Bollinger exit z-score,strategy_default,float,mixed,0.0,0.0,0.0,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/mean_reversion/bollinger_reversion.py:10,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/mean_reversion/bollinger_reversion.py::BollingerReversionStrategy.__init__.exit_z,0,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:5f27e8b1a65045175b55bc8a4e9abc3aea00cfbd9116e0d04b214e0ea08886e5,MACHINE_VERIFIED,
PARAM-010,MOD-001,FORM-001,BREAKOUT_LOOKBACK,Breakout rolling high lookback,strategy_default,int,mixed,55,55,55,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,literal/default,UNKNOWN calibration/source rationale; see TASK-EVA-B-001,UNKNOWN; resolve in TASK-EVA-B-001,High,EVA_OS/src/quantlab/strategies/trend/breakout.py:10,NOT_APPLICABLE,EVA_OS/tests/test_alipay_strategy.py; EVA_OS/tests/test_strategy_profiles.py,active,EXTRACTED,TASK-EVA-B-001,param-profile-20260620,2026-06-20,python_ast_method_default:EVA_OS/src/quantlab/strategies/trend/breakout.py::BreakoutStrategy.__init__.lookback,55,529fd458559db35d3212a0c520de4b2ed4d3882b,2026-06-21T00:00:00+10:00,sha256:0e3f7b51239b025d002baa7e4cff9e8aa4d6c802c9a69bb610375eefa855272b,MACHINE_VERIFIED,
