requirement_id,model_id,assumption_id,formula_id,parameter_id,task_id,acceptance_id,code_ref,config_ref,test_ref,evidence_ref,status
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-001,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:74,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-002,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:74,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-003,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:74,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-004,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:74,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-005,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:74,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-006,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:74,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-007,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:74,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-008,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:74,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-009,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:77,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-010,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:79,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-011,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:81,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-001,ASM-003,FORM-001,PARAM-012,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:83,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-002,ASM-003,FORM-002,PARAM-013,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:143,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-002,ASM-003,FORM-002,PARAM-014,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:144,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
REQ-OPME-RULES-001,MOD-002,ASM-003,FORM-002,PARAM-015,TASK-OPME-A-002,ACC-OPME-A-002,OpMe_System/backend/app/services/analysis.py:145,NOT_APPLICABLE,OpMe_System/backend/tests/test_analysis.py:5,OpMe_System/docs/governance/parameter_registry.csv,active
