path,size,mtime,sha256,action,reason,risk_status
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-04T20-02-04-019f2c94-0024-77a3-ab01-a6fe1a4fc94b.jsonl,541909,2026-07-05T00:27:47Z,0e9984861d98a1666fa5e9798f6a481f00e03d6721b7297a6770e8d62b6ac43d,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-05T10-27-16-019f2fac-1afb-7b70-96ef-bf23e7dbff2b.jsonl,577769,2026-07-05T00:36:03Z,44471b24a5ee106e5b8f95f63dcb51c879ea85b9234c2c94359028530230e086,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-05T20-00-45-019f31b9-2696-7973-b9c3-22ae361227b2.jsonl,499108,2026-07-05T10:02:30Z,761088aa43b9211e3befdf5bb3d5c478970036ad2c03a50ad2be7ce7dd94115c,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-05T20-52-46-019f31e8-c530-7a60-b79b-9f765338b9cd.jsonl,400427,2026-07-05T10:54:32Z,52f230f73a73854948693067164d91393735b8f3e1224606d618945fb774af48,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-05T22-32-55-019f3244-7536-7320-860a-b554ce59078e.jsonl,224232,2026-07-05T12:34:33Z,d6368ce64a1d25ac3c8e6185b16823993bc9b4a552969cffb76bba3edfe71df9,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-05T22-48-03-019f3252-5070-7d91-9cda-9c2bfd698efc.jsonl,186532,2026-07-05T12:50:04Z,0ac364a7f0669db75998622192cb6b4b3ee69dc009567ce077a4ce4cc023dd99,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-06T01-11-16-019f32d5-6fdd-77b1-9b1b-f0de3aafaae7.jsonl,205601,2026-07-05T15:12:01Z,01120c3135842771069144e4f5b60b4914ac009721df4331614d88eeafd4f299,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-06T09-41-49-019f34a8-dd00-71c0-9676-2c83c9374e2e.jsonl,412210,2026-07-05T23:49:04Z,fff4efe59bbbb8da8c55722ae6643fe0a5a21aef529f05ac35e4d22ffebd8177,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-06T05-00-17-019f33a7-1b00-7a00-85ba-0bfaa2e2c684.jsonl,360656,2026-07-05T23:56:20Z,0286879505bff35a489ba5dba4a085f599ec210a73e4533b84b6a5179f1fb00e,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-06T20-02-12-019f36e0-d552-7223-a97b-4fff6b3793b5.jsonl,435681,2026-07-06T10:06:22Z,2b1979bbbfb8caedb1babb34189866a1ab71f073847e2b56d8f4f66d41ac0855,backup_blocked,sensitive_scan_blocked,high
/Users/linzezhang/.codex/archived_sessions/rollout-2026-07-07T01-11-12-019f37fb-bbc3-7930-8495-c63c2ab4a2d0.jsonl,201709,2026-07-06T15:12:10Z,f3958658913e7458a0072f6b7db9104e8536d3663b55b2830f4570759ae0f330,backup_blocked,sensitive_scan_blocked,high
